datetime_aq,PM25,PM10,NO2,SO2,CO,O3
2022-01-29 20:00:00+07:00,33.0,,21.0,1.0,0.76,39.5
2022-01-29 21:00:00+07:00,32.0,,16.0,1.0,0.79,39.5
2022-01-29 22:00:00+07:00,32.0,,18.5,1.0,0.8,39.5
2022-01-29 23:00:00+07:00,32.0,,15.0,1.0,0.83,39.5
2022-01-30 00:00:00+07:00,32.0,,9.0,1.0,0.86,39.0
2022-01-30 01:00:00+07:00,32.0,,9.0,1.0,0.89,31.0
2022-01-30 02:00:00+07:00,32.0,,5.0,1.0,0.92,23.0
2022-01-30 03:00:00+07:00,32.0,,2.0,1.0,0.94,16.0
2022-01-30 04:00:00+07:00,32.0,,1.0,1.0,0.93,14.0
2022-01-30 05:00:00+07:00,32.0,,2.0,1.0,0.91,14.0
2022-01-30 06:00:00+07:00,32.0,,7.0,1.0,0.91,14.0
2022-01-30 07:00:00+07:00,32.0,,7.0,1.0,0.9,13.0
2022-01-30 08:00:00+07:00,32.0,,4.0,1.0,0.91,13.0
2022-01-30 09:00:00+07:00,32.0,,6.0,1.0,0.92,13.0
2022-01-30 10:00:00+07:00,32.0,,3.0,2.0,0.91,15.0
2022-01-30 11:00:00+07:00,32.0,,4.0,2.0,0.9,18.0
2022-01-30 12:00:00+07:00,32.0,,7.0,2.0,0.9,19.0
2022-01-30 13:00:00+07:00,33.0,,7.0,1.0,0.89,20.0
2022-01-30 14:00:00+07:00,34.0,,4.0,1.0,0.86,21.0
2022-01-30 15:00:00+07:00,34.0,,6.0,1.0,0.83,22.0
2022-01-30 16:00:00+07:00,34.0,,6.0,1.0,0.79,24.0
2022-01-30 17:00:00+07:00,33.0,,9.0,1.0,0.74,25.0
